komentar;value
Masih lancar di redmi note 4 hape spek 4/64 jadul. Pilih opsi donlot spek rendah aja dgn full donlot sampe 15 gb lebih. Cuma kalo main squad seperti vs.AI ada delay di awal pertandingan. Bentuk bangunannya delay, tapi overall is good enough. Soal cheater ya bodo amatlah ya, ada sistem keamanannya juga.;5
"Kenapa setelah update tidak bisa login mau login pasti keluar sendiri tolong untuk developer diperbaiki lagi gimana ini bugnya? Udah download uninstall download truss tetep nggak bisa buat main gimana ini?pas mau masuk pasti error diawal ngeglith gitu Tolong lah developer perbaiki saya udah lama main pubg baru kali ini error kaya gini Tolong dong tindakanya secepatnya, kalo gini lama"" pindah game aja Tolong level infinity gercep dong tolong!!!!!!!";1
Tiap ganti musim download ulang File yang Gak penting, bukannya semakin baik, malah semakin mudah dibobol Cheater...Kalau gak bisa meningkatkan kenyamanan player, gak usah ada update...jadikan game offline saja...????;1
Saya sangat suka game ini dan bermain sejak season pertama sampai sekarang.. sangat suka peta sanhok karna sesuai dengan kontur dan iklim tropis di Asia tempat saya tinggal dan benar benar seperti nyata. Boleh usul di sanhok di buatkan binatang yang hidup mungkin agar lebih nyata, misal suara langkah kaki yang menegangkan yang kita kira musuh ternyata langkah hewan lain, di tambah suara binatang dan khas suara hutan tropis agar hutan lebih hidup. Saya kira itu menarik dengan sound menegangkan..;5
Lumayan bagus tapi cuma satu saja kekurangannya quit chaet suara saja sangat mengganggu pendengaran Yach kalo bisa suara quit chat dari teman kita bisa non aktifkan soal sangat merusak pendengaran saat menggunakan headphone.;4
Hufftttt update sekarang makin ngelagg, kenapa saat buka pubg selalu saja server error mulu, padahal sudah di refresh beberapa kali tetep aja error, kalau masalah jaringan udah bagus banget apalagi udah bela bela in beli paket data tapi masih saja ngelaggg, tolong developer segera di fix secepatnya!!!!....;1
PUBG udah kgk seru lagi, keamanan nya kgk bisa mendeteksi ada nya kecurangan di tiap pemain, sekarang sudah banyak pakai aimbot,bodycolor,no recoil,less recoil,dll masih banyak yang lain nya, dari event ke event tetap aja keamanan tidak bisa mendeteksinya. LEMAH...;1
Kenapa banyak betul masalah sudah sekarang ini gaem Tencent? Saat masuk susah sekali. Saat main pun tiba2 jaringan hilang, kalau sudah mati baru jaringan kembali bagus. Ada apa sebenarnya dengan ini gaem Tencent...;1
Semakin kesini semakin game pubg kaga jelas dulu dri beberapa bug. yg terkadang jaringan tiba2 lag padahal hijau jdi waktu perang di ras musuh kga bisa apa2 tau nya sdh mati. jdi game sampah jdi malas buat main pubg kga ada perbaikan nya SMA sekali;1
Saya baru download ini game dan sumpah gak bisa daftar akun baru. Pake gmail gak bisa nomor telepon gak bisa fb juga gak bisa, kalau gak bisa daftar new akun mending gak usah di up game nya, sangat mengecewakan. Auto uninstall. Smoga makin sepi player disini.;1
Pubg sekarang gak kyak dulu, di HP ram 6/64 udh patah patah, padahal data di dalam hanya 20% sya download. Sering nge-lag sendiri.. Makin lama gak makin bagus malah semakin hancur. . . Kalau ada bintang nol (0) sya mau kasih bintang nol aja..;1
Jaringan internet pdhl stabil, tp susah bgt masuk. Tp klo udh bisa masuk sinyal 20ms, susah bgt masuk kayak yg ga ada jaringan pdhl jaringan stabil. Cacat bgt ini game pdhl udh main dr 2019, baru kalk ini kayak gini susah bgt masuk;1
Maaf min ada permasalahan yang saya alami mungkin orang lain juga alami jadi pas setelah di update kenapa jaringannya jadi jelek ya padahal aku pakai server Asia yang biasanya PING di 20 sekarang jadi di 300 tentu itu mengganggu untuk para pemain,terus permasalahan yang selanjutnya yaitu pas saya seting grafik dari halus ke seimbang ko kayak gak ada perubahan dari malah tetep kayak halus hemat daya tolong di perbaiki ya dari gameplay sudah mulai lancar di hp saya;3
min tolong di baca dan di balas, kenapa sekarang fitur hasilkan sorotan teratas hilang setelah updet event zombie? dan pas play video hasil pertandingan kenapaa notif musuh knock nya ga adaa?? kita mau bikin konten lewat situ, kalo notif musuh knock ga ada padahal musuh udah knock, gimana mau buat konten, di jawabb ya minnnn;3
"Kenpa ya setiap update ada aja masalah,, Padahal udah suka bangat sama ni game.. Contohnya setelah update sekarang,selalu muncul kata ""server tidak merespon "" Padahal jaringan fine"" aja,, Buat pihak pubg tolong di perhatikan lagi ya????";4
Ngebug mulu ga bisa lari knapa ya padahal baru login udah coba rilok masih aja ngebug tolonglah di perbaiki ini udah sering banget satu map lancar satu map bug ga bisa lari lah layar hitam lah tolong perbaikan nya hanya di map livik;3
Bug benerin jangan skin terus di keluarin. Gimana para player bisa nyaman mainnya sedangkan bug gk pernah di benerin terutama bug jaringan itu sangat meresahkan banget.;1
Kau sekarang minta apa haa? Krafton Tiap aku main dengan tim squad ku selalu terjadi error di audio yg dimana menyebabkan mute audio, bagaimana caranya saling informasi antar tim kalau audio nya error. Masa harus selalu ngetik;2
"Untuk bagian ""achievements"" nya tolong di fix lagi ya, saya disini cuman mau report bug aja kalo misalnya kita uninstal terus install pubg lagi itu achievements nya kadang gk bertambah contohnya saya udah nyelesain triple eliminaton tapi gk bertambah semenjak saya install ulang ( termasuk ach lainya gk bertambah jga ) pubg nya jadi tolong di fix ya";1
"Pubg kalo untuk update nya gk ngotak... Klo pake wifi boleh lah.. kalo pake data 5gb belom smw di update.. WTH... Seharusnya yg d update ya versi terbaru nya aja... Yg udh d update d season sebelumnya gk pwrlu d update lagi.. wlpun ada pilihan buat d update mnrut gw itu bukan solusi yg tepat... Kalo begini terus lama"" org pada males main pubg lagi...";3
terdapat bug² sinyal jaringan,padahal jaringan wifiku bagus,buka tiktok,ig,youtube,lancar.tapi kok pas main pubgm sinyal merah kuning.tolong dong plis benerin bug jaringan nya,ntar kalo dah bener aku kasih bintang 10^_^;2
Hari ini 29 september 2023 kenapa sejak pukul 01:00 wib hingga pagi ini pukul 09:10 wib pubg mengalami bug mic saya dan teman saya tidak bisa on mic, sudah mencoba untuk memulai ulang aplikasi dll tetap tidak bisa on mic. Tolong di perbaiki ini sangat mengganggu kenyamanan bermain dan sulit berkomunikasi dengan tim.;3
Game pubg mengajarkan kita untuk sabar(dalam hal ingin mendapatkan skin yang bagus)Game pubg pokoknya keren deh,tapi kendala nya MIUI nya terlalu berat dan membuat hp ku patah-patah dan lah,mohon di perbaiki lagi ya????;5
Balikin sistem friendly fire nya, semenjak update paling baru yang menghilangkan sistem friendly fire yang menurutku membuat game ini semakin tidak real secara in game dan membuat game nya menjadi monoton dan kurang bisa buat having fun;4
Tolong dong bugnya dihilangin banyak bug. Apa lagi kalau suka lag pasti ada aja bugnya. Untuk gamenya udah asik tapi masih banyak bug semenjak update;3
halo tensen, aku pelayer baru yang baru saja mendonlot game perang ini, aku sangat kesal karna aku sering di pertemukan oleh musuh yang sudah memasuki asia global leaderboard, sedangkan saya masih pemula.;1
Kenapa setelah update malah panen bug saya dari char yg gak bisa lari, gak bisa ngeloot di saat sinyal bagus, dan tidak bisa memberi damage itu kenapa tolong lah, rank ku terjum bebas karna panen bug;1
5 tahun menjalani untuk mengembangkan yang aku mainkan hanya meresahkan bug bahkan server tidak merespon apalah artinya pembaruan malah semakin besar banyak bug kemungkinan tidak akan bisa di mainkan ??????;1
Mohon di perbaharui update versi terbaru saat ini masih bnyak grafik yg tidak stabil frame drep parah padahal Udh pake device poco x3 pro. Mohon di upgrade yg baik lagi. 90 fps nya pun mohon di unclock;1
Bugnya hilangin dong developer jangan event nya aja di bagus in bug nya masih banyak loh mulai dari gak bisa lari, layar hitam pas game mulai sama karakter cacat gak bisa ngeklaim dan masih banyak lagi tolon bugnya dihilangkan karna sangat mengganggu player tolon yaa developer game??;4
Padahal aku suka banget sama game ini,tapi kenapa makin sini makin banyak bug nya tolong dong developer di perbaiki bug nya, sayang banget karna masalah bag kaya gini jadi turun rating, kita juga susah menikmati game nya;2
Tolong perbaiki masalah FPS dan jaringan tidak stabil, kenyamanan player dalam memainkan suatu game itu jauh lebih penting dari apapun, masak harus pkek IOS biar enak, player android juga pngen main dengan nyakan;2
Setelah Update malah makin parah fps naik turun, mati konyol terus, apalagi map livik, bawa mobil malah mati jatuh dari mobil, Tencent please fix the problems.;4
Selamat malam developer, saya ingin bertanya kenapa saya tidak bisa login di facebook dan pakai login dengan email juga tidak bisa tetapi pakai vpn bisa, dan yang terbuka akun pubg bru dengan id yg berbeda, bagaimana cara nya supaya akun pubg lama saya kembali seperti semula tanpa memamakai aplikasi vpn terimakasih;2
Dulu sudah diperbaiki dan sekarang malah jaringan bagus tapi server tidak merespon dan langsung keluar coba dicek dulu jika sudah membaik aku tambah bintangnya bila 7 hari masih seperti ini ya bintang turun uninstall jalan satu-satunya;2
Game terkorup sedunia, saran sy jngn sering update karena boros kuota ampe berpuluh2 gb, persi yg sekarang 7sept24 tema zombie,ada suara yg menganggu ketika tanda penerjunan, bunyi terus lest to , tolong di hilangkan..dan masih bnyk bug dan distorsi ketika jaringan lelet;3
Mode zombie nya kurang seru yang sekarang, Lebih seru yang dulu, Kalo dulu zombie nya banyak yang ngejar terus banyak banget ditambah mode malam nya seru banget,;2
Game nya kok kaya ngebug ya saya habis main ranked clasic terus pas udah chicken dinner tulisannya pertandingan telah selesai dan kembali ke lobby lalu server tidak merespon dan saya di suruh login ulang, setelah keluar game masuk lg dan login pakai Facebook tidak bisa, kesalahan otentikasi server begitu tulisannya tidak bisa login di semua platform;2
Abis update suka ada bugg terkadang tiba tiba suka server jaringan tidak stabil padahal koneksi internet lancar lancar aja di pake yang lain lancar lancar aja tapi setelah update malah suka jatingan tidak stabil koneksi internet padahal lancar bagus, mohon di perbaiki.!!;3
Kecewa sih,masa nyari anak panah susah nya minta ampun,perbanyak dikit lah peluru panah nya,saya suka main ngendok pake crossbow tapi nyari anak panah nya dari zona pertama sampe lategame dapat nya cuma dikit,kalo sedang untung ya maksimal 20an doang nemu nya,perbanyak lagi ya anak panah nya,tapi secara keseluruhan udah ok semua tinggal perbanyak anak panah doang sih kalo saya,thanks.;3
Setelah di update kenapa jd malah susah main nya.. Jd patah patah dan ngelak.. Jadi males deh main PUBG... tdk sperti biasanya sebelum di update... Selama tdk diperbaiki ,mending gua copot aja game ini ,pindah ke yg lain...jelek banget abis di update..harus nya lebih smoot tp ini malah sering ngelak dan patah patah parah deh pokoknya.????????????????????;1
masih sering terjadi bug lari ditempat sama jalannya seperti bot , grafik bagus suasana realistik sudah bagus namun itu saja yg masih kurang.;4
Semakin kesini PUBG MOBILE semakin kurang bagus. Saat dalam permainan terjadi BUG,tiba-tiba koneksi server terputus mendadak,dan Kejadian seperti ini sungguh mengganggu kenyaman dlm bermain,semoga hal ini tidak terjadi lagi dikemudian hari,dan semoga pihak development segera mengatasinya. Terima kasih;1
Tidak bisa login karna masalah jaringan. Gue bayar WiFi 1 bulan 300k Masak sinyal wifi gak bagus. Gue coba ganti pakek data masih gak bisa login. Pubg gini amat.;1
"Untuk versi terbaru ini sangat jelek kayak ff sdh ini pubg..lama2 banyak yg tdk mau maen ini pung termaksud sya sendiri,sya minta tolong kembalikan yg versi lama..karna itu lebih bagus kayak perang sunguh"".Trimaksih Maap 1 bintang aja";1
Game Yang Selalu Menemani Saya Jika Ada Masalah, Mohon min di kembangkan lagi. Buat player old yang kini gak bisa bermain pubg lagi di karenakan device tidak mendukung semoga bisa mendapatkan device yang bagus??;5
Tolong dong di benerin seperti bug mic, pas di lobby bisa ngobrol tapi pas in game gaada suara dari temen atapun saya juga gabisa ngomong, sudah di download ulang tapi tetep aja bug mic;3
Tolong dong hilangin bug nya, saya selama ini udah main pubg udah lama masak kemarin log in tiba tiba stuck mulu padahal ya jaringan bagus semua, pas make wifi juga udah ada di lobby mau klaim klaim hadiah gratis malah stuck lagi, padahal udah hapus pubg terus download lagi tetap aja ga bisa log in, kemarin kemarin main pubg enak enak aja kenapa tiba tiba ga bisa log in;3
Sering banget kalo udah update d playstore, pas mau login, suka stuck, dan muncul teks: dowload resource, padahal connec wifi, mau gk mau harus uninstall ulang, capek banget, tolong di benerin dong ??;5
Haha, udah ngumpulin premium fragmen tapi malah dapet skin scope, mag, muzzle, lucu banget game 1 ini ya, kalo mau skin harus top up, tolong dong premium crate change untuk dapetin skin gedein, kalo classic crate gapapa gitu aja, aku udah berbulan bulan ga dapetin skin baru, sekarang hanya berharap dama event zombie.. Rank: conqueror Kd:19 Skin terbaik:dapet dari event;5
Saya mengalami masalah pada saat login. Saya tidak bisa masuk dengan menggunakan akun google saya dan hal tersebut membuat saya merasa terganggu bahkan merasa tidak nyaman dengan aplikasi PUBG tersebut. Tolong pihak level infinity untuk menangani permasalahan tersebut.;1
Klu mnurut sya bkan fktor krusakan dr stiap snjata. Tp fktor pluru yg kluar itu di server gak msuk server enggak. 50 peluru yg keluar mungkin 2 atau 3 peluru yg keluar masuk server dr 50 peluru itu kali yg bikin lambat musuh mati.Musuh 3 peluru Lo pakai pistol Bisa mati gak masuk akal. Gua merasa dirugikan main game ini. Bikin orang emosi dan bikin orang mau banting hp. Lu yg buat game coba main di tempat saya biar lu merasa tau bahwa apa yg gua mainin gak masuk akal. Di mna letak kesalahannya?;1
Saya suka banget sama gamenya pokoknya 100 deh nilainya,tapi tolong dong developer bikinin 1 fitur yang bisa bikin gold/battle point pubg itu berguna,soalnya gold sudah sampai ratusan namun tidak bisa di tukar dengan sesuatu yang bagus,karena pubg yang sekarang cuman bisa tuker gold kalau sudah top up saja:(;5
Hadehh knp lagi dahh gk bisa login padahal pake wifi tiba²keluar sendiri dari pertandingan katanya pertandingan udh selesai padahal baru main, pas mau login lagi gk bisa pake akun guest pun gk bisa login,tolong dong di perbaikin gk enak banget mainya klk kyk gini;1
kepada pihak yang terhormat,, saya ada 1 keluhan untuk game pubg yaitu bug² nyaa,seperti sprin kok lambat padahal sudah saya pencet sprin,trus saat saya sedang bermain tiba tiba ada mobil yang ngebug kaya ngelek ngelek gitu,mobilnya tembuk ke tanah;3
Saya kurangi lagi bintang nya,semakin jadi banyak dan hampir tiap match, bertemu teman yang bekerjasama dengan musuh,selalu dan selalu dari musim kemaren,tapi developer sepertinya membiarkan hal ini dan tidak perduli,,,;1
Bug step tembak, step terlihat di map sebelah kira ternyata musuh berada di sebelah kanan. Juga ping rendah terjadi lag padahal jaringan bagus;1
dev cuma sibuk skin sama grafik aja. sistem ga di pikirin, masa ping 126 doang di kick dari match trus ga bisa masuk lagi ke match padahal ga ada yg tekan keluar yg ada di pengaturan aja kagak, sistem nya langsung suruh relog tapi ga di kasih sistem gabung ke match lagi;1
Saya sudah main pubg selama 5 tahun... Tapi sekarang kok tiba² gk bisa masuk padahal kemarin sore saya masih main pas loading malam langsung gk bisa terbuka... Tolong bantuanya... Nanti kalo sudah bisa buka saya kasih bintang 5;1
Sekarang bug udh makin brutal tolong perbaiki 1.ga bisa liat ke kiri ke kana(cuma liat ke depan doang) 2.tiba tiba ga bisa nembak(gatau kenapa) Untuk yg lainnya aman aja sih yauda Perbaikim bug nya itu tolong;4
Hallo tim pubg saya kecewa dengan maen game pubg mobile ini karena kecewa sering terjadi kesalahan atau eror dan juga sering keluar dari game padahal lagi enak maen malah keluar sendiri dan selalu terjadi kesalahan saya minta segera di perbaiki sekian Terima kasih ????;1
Kasih bintang 2 krna senjata DBS tlol itu sakitnya udah GK ada otak tolong itu senjata dimasukin ke drop lagi aja..tlol emg, dan gw gk tau knp setelah pubg udah gk kerja sama ama tencent skin2 makin aneh, apa lagi skin senjata.. Sama eventnya juga tlol, trlalu aneh2 udah trlalu lebay.. Gk masalah sih sebenarnya kalo ada event cuman tlong jgn trlalu byk hal2 yg masuk akal. Malah makin kesini ngehilangin inti dari game perang itu sndri, developer belum sadar kalo hal2 ke bgni yg buat pubg sepi.;2
yg saya keluhkan di sini kok texture beberapa skin dan karakter jadi burik (gak ada texture) di hp infinix hot 10 play 4/64. jadi males mobeli skin karena tidak memiliki texture padahal semua recors hd sudah di unduh , moga di fix;3
Semakin update semakin parah, suka ngebug terkadang gak bisa lari minta reload ulang 2 kali sampai 3 kali masih aja gak bisa lari. Buat males main ,pengen pindah ke game sebelah jadi nya;2
Tolong hilang kan semua bug nya. makin update makin gajelas ini game jaringan bagus bagus aja tiba tiba logout dan di suruh nunggu 568 detik. Kalo ga di hilang in hapus aja ini game;1
"Sebelumnya saya bermain seperti biasa dg file default game bawaan tanpa cheat at file apapun itu karena memang saya gak tau ttg hal""seperti itu. Suatu saat saya main tiba""di baned 1x24 jam.setelah selesai di banned game jd tidak normal banyak terjadi bug sanpai akhirnya ini saya download ulang. Apakah memang seperti itu sistemnya? Selebihnya saya respect utk game ini secara keseluruhan,dan sampai sekarang saya masih bermain.";4
Astaga Tencent tolong dong di perbaiki setelah selesai update kok server tidak merespon padahal dah pakek data pribadi pakek wifi juga bisa,main ml lancar lancar aja bukan masalah Kouta juga tolong dong min di perbaiki gak bisa masuk dari tadi sore sampai sekarang;2
Aku menemukan sebuah bug, kadang saat sudah di dalam game, saat berlari karakternya melambat, dan saat masuk jendela karakternya seperti glitch.;4
Server selalu eror pada saat di loby, sinyal yg saya gunakan wifi yang jaringan nya lumayan lancar buat game sekelas Online, tolong perbaiki masalah server tidak merespon saat berada di loby!!!! Ini sangat membuat saya kesal dengan game pubg mobile;1
"Plis lah udah update gini malah ada bug&lag seperti susah login kebanyakan server error padahal sinyal baik"" aja malahan sama pakai wifi gitu juga tolong di perbaiki secepat mungkin";1
Setelah update, lootingannya parah susah nemu senjata, sering bug pas landing, kalo update seharusnya mengurangi keluhan dari player bukan Malah sebaliknya;3
min tolong dong turunin data dalam game nya, kita yg hp² kualitas rendah gak bisa main, kek event² yg kurang seru atau arena² yg kurang enak di hapus aja seperti map vikendi dulu biar bisa kita main dengan lancar????;3
Sistem downloadnya lemot, tolong server downloadnya diperbanyak atau bagaimana soalnya ketika saya download data pasti maksimal download cuma bisa kecepatan 300kbs doang padahal dulu bisa sampai 17mbps, sama kenapa file pubg global dan krjp berbeda ? Saya update krjp pas download data nggak sebanyak versi global untuk download data awal di krjp hanya memerlukan 0,1 mb sedangkan di global bisa 250mb;1
Terlalu banyak updet, harus HP Sultan klo bgini terus, kasihan yg lain, klo bisa jgn apdet terus. Yg buat kaya yg pengguna aplikasi ini miskin jdi tlong jgn apdet terus sebulan skali ko apdet terus. Lu jdi kaya kita yg apdet ,,misikin, lu tau kagak, klo nyri cuan yg efektif dong, jgn milih milih,;1
Developer tolong perbaiki matchmaking lah, kalau random sering banget ketemu tim yang tier & kd nya ga sesuai sama kita. Cape naik turun tier terus gara gara ketemu tim yang ga sesuai;4
Sungguh mengecewakan, akun di hack padahal tidak pernah membagikan info apa2, uc habis sendiri sudah dikomplain didalam game hanya pengaturan yang kembali tapi item dan uc semuanya raib dan tidak dpt dikembalikan, parahh banget....;1
Makin nggk jelas nih game.. Terkadang sering kehilangan koneksi.sudah gitu.banyak bug nya.. Sering banget nyangkut tak mau jalan & nembak.bahkan ini pas sy nulis ini.karna sudah jengkel.main bentar.kehilangan koneksi 2-3 x.tak bisa gerak & nembak 1x.jg terakhir.entah itu chiter ato apa.segitu banyak peluru yg masuk ke dia.tak knok/tewas.pas sy mati.langsung muncul notif.. PERTEMPURAN TELAH SELESAI.SILAHKAN BALIK LOBI.tak ada kah perhitungan skor ato perhitungan exp nya sudah sampe berapa.;3
Lagi asik main, tiba-tiba jumping dan alhasil logout sendiri. Padahal WiFi/Data bagus. Pas login ulang malah ngestuck di loading. Gajelas banget;1
tolong dong perbaiki bug saat kendarai mobil, kenapa suka teleport ke tempat lain? merugikan sekali. Mending perbaiki bug, daripada bikin skin yang daur ulang;1
Saya adalah player lama,padahal saya ingin sekali bermain yang lancar dan tidak frem drop yg sering,yah untuk event kali ini lumayan seru,tpi ya gitu lah kebanyakan yg pensi main pubg karena hp yg tidak mendukung terimakasih pubg sudah menemani waktu luang saya, mungkin gak lama lagi saya akan pensi bermain pubg,Thank you for your time;4
"Dimohon kepada developer agar pubg lebih ditingkatkan,soal yang pakai bahan obb atau cheat ,terutama para penjoki awal season,banyak yang pakai bahan atau cheat tapi mereka mainnya rapi agar tidak ketahuan, dimohon agar player seperti itu dimusnahkan atau di ban ,agar tidak menggangu permainan player"" yang lain??";1
Tolong dong ini bug ga bisa lari dari event dulu ga bener bener ngeselin kalau turun di event tiba tiba karakter tidak bisa berlari pergerakan lambat!!!!!! ,plis benerin ini bug ngeselin bangetttttt;1
Pas udah update.. Jadi sering server not respond padahal jaringan wifi bagus banget.. Ganti pake data sama.. Dicoba restart ulang.. Masih kek gtu.. Apaan dah??;1
Karakter cacat, jalanya karakter seperti bot, dan saya tidak ingin bermain seperti itu tapi saya yang kena merit terus menerus sampai saya tidak bisa bermain. Suda buat laporan puluhan kali di dalam game tapi tidak ada perubahan. Lima tahun saya bermain game ini akhirnya hari ini mengecewakan saya Sepertinya saya akan hapus game ini;1
Gak jelas nih game tiba² keluar match sendiri gak sekali dua kali tapi sering, pertama ok lah mungkin jaringan. Tapi lama² kok makin sering keluar Tiba²;1
"Susah log in ""Kesalahan otentikasi server. Gagal masuk. (211)"" Jaringan bagus . Jengkel banget udah di coba di perbaiki di menu secara berulang masih saja gak bisa";2
Pantesan sekarang banyak yg ngasih bintang satu, ternyata jangankan untuk main, untuk LOG IN pun udah susah, selalu ada tulisan, REQUEST TIME OUT, bahkan saya rasa bintang satu juga ga layak;1
"Udah hbis update.. Udah download semua data""nyaa.. Trus gk bisa masuk pkek email.. Setelah cek plastore suruh update lg. Dan download semuanya dari awal lagi.. Tetep parahh sih inii";1
Ok terimakasih telah memperbaiki kesalahan pada saat login, Dan saat permainan Sinyal lebih dioptimalkan. Karena Musuh yang hebat membuat pertempuran lebih menyenangkan;5
Hai pubg saya waktu itu terkena server down pas akhir zona di mana saya dan semua musuh saya sinyal jelek ping 400 terus padahal wifi saya bagus bagus saja dan musuh saya juga jelek ping nya di mana gerakan mereka dan saya sangat lambat dan ngebling;5
Kalau bisa jika sudah update jngn suruh download ulang map lagi laah klau map ukuran siza nya kecil masa bodo ini mah gede gede ukuran size ny jadi malas jika ingin bermain semoga update selanjut nya tidak seperti ini lagi !!;1
Update kali ini bagus,tapi saat turun bareng di map event kerasa banget lag,berat.apa lagi untuh hp low,,,thnx dev semoga pubgm makin maju.;5
Setelah update KFC saya merasakan lag saat berada di tempat dengan banyak player seperti delay saat looting dan membuka pintu padahal jaringan saya bagus dan indikator ping menunjukan jaringan bagus pula;2
tiba2 log out,ketika mau login lagi eror terus,udah nyoba 3 jam masih aja begitu...& gk cuman akun saya,akun temen saya jg begitu... udah lah ukuran game besar,tpi kok payah begini.;1
Assalamualaikum warahmatullahi halo kak saya mau nyaranin bahwa kan sekarang ada tema zombi nah kenapa gak di tambah kan mode zombi yang dulu kak ada senjata apinya itu keren banget saya sangat berterima kasih jika mab itu ada kembali plis di tambahin mab nya di versi terbaru nanti tolong ya ????????????;5
Update makin parah nih game dikit² layar hitam dikit² lari nya lambat apalah udah capek keluar masuk terus tapi gak pernah normal tolong lah di perbaiki lagi.;2
Even yg ini banyak bug nya, bug display molotov, display meledaknya di mana yg kebakar di mana, 1 lagi zombie drop zone kuning nga sekalian 1 kali tebas langsung knock tanggung mana susah mati lagi, aneh² aja game lu sekarang, mana banyak citer lagi;1
Udh agak lumayan sih game nya,cuma main di livik Jak yang masih kurang bagus, soalnya sering muncul layar gelap, tolong di perbaiki lagi ya, terimakasih ??;4
min kenapa seudah update server tidak merespon trus? awalnya gak kenapa kenapa ko tiba tiba servernya ngedown banget gua ga bisa loginn, server asia emang lagi down apa gimana? apa gua doang? mohon di bantu min;3
Makin kesini makin ngaco,ga ada musuh game normal giliran ada musuh pas nembak layarnya ngacak kemana mana,musuh didepan pas ditembak malah posisinya belakangin musuh,kadang posisi menghadap langit Main pun bawaannya males;1
untuk sekarang yg saya rasakan pugb mobile ini sering nge bug padahal jaringan stabil, ram hp saya 4gb memory internal 32 kosongnya 9gb masi tetap ngebug. kalo bisa ditingkatkan lagi;5
10 September 2023. Setiap aku main, tiba2 crush keluar sendiri. Aku cari2 tutorial biar ga force close main pubg. Aku ikutin caranya, tapi tetap aja. Keluar lagi,keluar lagi. Apalagi ditengah2 lagi war. Cape banget!;2
Semenjak update ini. Banyak banget player noob, team random pada bot, banyak bug, lag. Tolonglah developer kurangin player bot kalo main team random dan seletah update game beneran lah dan nge bug parah;1
setelau update yg terbaru ini kenapa saya tidak bisa login mengunakan wifi..padahal sebelumnya menggunakan data selular bisa..mohon untuk segera diperbaiki!!;1
Sial benar, di perbarui bukannya semakin benar malah makin rusak. Masuk aja gak bisa. Di coba sebagai ID tamu pun juga gak bisa masuk. Ada niat benarin game ini gak. Kalau gak ada niat untuk benarin gamenya bagusnya di hapus aja ini game;1
download aplikasi di playstote tembus kecepatannya 5.5mbps, kadang lebih. tapi kenapa sewaktu download data di in game kecepatannya hanya maximal di 2.2mbps? sangat lambat ??;5
ini kenapa ya aku gabisa masuk match meskipun uda make wifi dan data, tetep aja gamasuk tolong, kenapaaaaa???? padahal jaringannya gada masalah ijo ijo ajaa;4
Saya komentar sama seperti lainnya untuk grafik bagus ,semuah bagus,tapi kenapa setiap main,kaya lari jdi lambat,ambil senjata lambat,mengarahkan senjata jdi lambat..;3
Setelah di Update server koneksi gagal terus, jadi ga bisa main, padahal jaringannya bagus. Udah cari berbagai macam cara masih belum bisa normal lagi.;1
Saya sering mengalami bug karakter berat di dalam pertempuran, padhl jaringan masih aman, bah kan saat lari pun juga berat apa la lantiiauu;3
Teruntuk developer PUBG MOBILE, update 2.8 sekarang masih banyak bug yang belum dibenahi.dan lebih baik kasih minimum requirement khususnya chipset yang dipake buat main biar Smartphone kentang ga bisa masuk ataupun install di PlayStore atau App Store. Saya KESAL DARI 2.6 SAMPE SEKARANG YANG NAMANYA BUG SPRINT MASIH BELUM DI FIX ?? KALO BEGINI TERUS SAYA BAKALAN UNISTALL GA MAIN SELAMANYA.;1
Game sial tombol pause download nya tidak berguna padahal niat irit paket data tapi ternyata malah terdonwload lagi datannya padahal sudah dipause bgst update terus nda tau apa yang di-update event event cuma begitu saja tidak ada yang bagus hadeh pantas tambah sepi ternyata hancur begini gamennya rusak rusak;1
Untuk FPS kadang frame drop di ram 4, padahal sudah setting di smooth frame ratenya di hemat daya, mediatek g85 versi android 12 tolong diperbaiki;3
Baru kemarin di update buka game lagi kok disuruh update lagi, emang uda gila ini game baru 1 minggu main uda di suruh 5x update terus uda banyak bug bahkan sering gak bisa gerak;2
Semakin di update semakin banyak ngebugnya tolong perbaiki ngebug yg berikut ini: 1,ngebug gak bisa lari karakter kita jalannya pelan. 2,ngebug layar hitam kalau baru masuk pertempuran. 3,ngebug gak bisa ambil senjata atau nggak bisa tukar senjata. Oke itu saja yaa mohon diperbaiki??.;3
Kenapa ini pubg woi_- jaringan enak tetep aja jaringan gagal terus, padahal udh ku hps data unduh lagi tapi tetep aja sama, tolong developer nya di kasih saran kenapa ini?? untuk sementara b3 dlu;3
anj bisa ga si kalau baru² event bug nya gaada? gw nge bug beda² dalam satu permainan sampe relog brp kli!!!! kalau bug nya ga ngaruh di point mah gapapa ini ngaruh nyet;1
Lama tak bermain, login tiba2 akun di banned, tak pernah menggunakan apk appun pihak ke 3. Merit selalu 100 terjaga, tak pernah merugikan teman bermain. Hanya game tapi buat peraturan seenaknya tanpa alasan jelas!!!!;1
sering lag kalau ada player lawan, update 7 November kali ini bikin eror pubg. Download resource nya ga ada angka lama di gambar Tencent ga bisa masuk;3
Saat saya ingin bermain partyan dengan teman saya, mic di ingame saya tidak terdengar oleh teman satu tim, saya udh mencoba relog berkali kali tapi masih tidak mau juga, tolong lah Tencent blgnya di perbaiki;1
Banyak bug. Karakter sudah berlindung di pagar,box dan semacamnya masih kena tembak. Footsteps kadang suka delay.;1
