komentar;value;clean_text;sentiment;sentiment_label
G jelas, banyak bug!! Ini muncul bug gyroscope tidak berfungsi/nyala(eror) padahal di settingan sudah nyala, ganti aj lh developerny!! ??;2;g bug muncul bug gyroscope berfungsinyalaeror settingan nyala ganti aj lh developerny;0;netral
Aduh parah ni pubg MOBILE kemaren awal yah eror terus di instal lagi nah udah ter instal eh sam aja eror gak bisa masuk gem... Pedahal saya main pubg mobile dari tahun 2019 sampe 2023..eh malah gem ya eror jadi????.. Ada apa dengan PUBG MOBILE ??????????;1;aduh parah ni pubg mobile kemaren yah eror instal udah ter instal eh sam aja eror gak masuk gem pedahal main pubg mobile 2019 sampe 2023eh gem ya eror pubg mobile;0;netral
Tolong saya pakai kartu tri semenjak pembaruan 2.8 ga bisa masuk loading terus kesalahan server padahal sudah di server Asia, padahal main mobile legend dan game online lainya lancar, mohon segera di perbaiki;3;tolong pakai kartu tri semenjak pembaruan 28 ga masuk loading kesalahan server server asia main mobile legend game online lainya lancar mohon perbaiki;0;netral
Ini kenapa gua semenjak update ke 2.9.0 malah jadi gabisa login malah ada keterangan download obb servis is running tapi ga login login gajelas banget nih habis update;2;gua semenjak update 290 gabisa login keterangan download obb servis is running ga login login gajelas banget nih habis update;0;netral
Pubg skarang banyak bug nya pas d loby server tidak merespon pdahal pke wifi kecepatan 72,percma tiap hari main dpt poin pas uda masuk pertandingan server tidak merespon tw tw sdah dc g bsa masuk pertempuran, mkin lama mkin gjls game ini, q player lama dri season 4 sdh main pubg bru season ini aj ky ud g gna ni game,. Mohon d perbaikin, hal seperti ini percma kita kumpulin poin, tw tw rank sdah turun,. Q liat d yg bilangnya bug loby, ud lma kya gni,. Tp pihak tencent kya bodo amat,..;1;pubg skarang bug nya pas d loby server merespon pdahal pke wifi kecepatan 72percma main dpt poin pas uda masuk pertandingan server merespon tw tw sdah dc g bsa masuk pertempuran mkin mkin gjls game q player dri season 4 sdh main pubg bru season aj ky ud g gna ni game mohon d perbaikin percma kumpulin poin tw tw rank sdah turun q liat d bilangnya bug loby ud lma kya gni tp tencent kya bodo;0;netral
Tolong dong fix please enable storage permission saya sudah izinkan storage nya tapi tetap ada tulisan please enable storage permission, tidak hanya pubg global tapi untuk Korea jg begitu tolong di fix atau kasih solusi;2;tolong fix please enable storage permission izinkan storage nya tulisan please enable storage permission pubg global korea jg tolong fix kasih solusi;5574;positif
Ada bug dimana ketika kereta berada di atap pondok, kereta menjadi tersangkut. Game buriq. 3 kali kena bug yang sama. Ampas;1;bug dimana kereta atap pondok kereta tersangkut game buriq 3 kali kena bug ampas;0;netral
Kenapa saat selesai pertandingan malah ngk bisa keluar layar abu abu,main lama ngk bisa keluar kalau ngk dikeluarkan dari game dulu dan ngk naik sama sekali pula game apa ini makin lama makin gajelas mending dipegang Tencent aja;1;selesai pertandingan ngk layar abu abumain ngk ngk dikeluarkan game ngk game gajelas mending dipegang tencent aja;0;netral
game lama dan sudah terkenal tapi masih banyak bugnya, pantas banyak player berhenti main pubg. hari ini main ranked satu squad malah mines karena satu squad ngebug semua, game macam apa ini;1;game terkenal bugnya player berhenti main pubg main ranked squad mines squad ngebug game;0;netral
"Ini developer tolong jangan event aja diurus. Bug masih banyak yang perlu diperbaiki : lari melambat meski sudah sprint, main Ultimate (tidak bisa membeli senjata/item lainnya), kadang ada bug damage yang ditimbulkan tidak berefek pada musuh (saat peluru pertama). Bug"" ini bikin mati konyol, semoga developer mendengar keluhan saya & diperbaiki.";3;developer tolong event aja diurus bug diperbaiki lari melambat sprint main ultimate membeli senjataitem kadang bug damage ditimbulkan berefek musuh peluru bug bikin mati konyol semoga developer mendengar keluhan diperbaiki;-4939;negatif
Kecewa gw sekarang main PUBG, kenapa ya sering keluar pas login, padahal sebelumnya ini tidak pernah terjadi, jadi gw pindah game PUBG NS, gw dah males main pubgm lagi.;1;kecewa gw main pubg ya pas login gw pindah game pubg ns gw dah males main pubgm;0;netral
Game udah 6 tahun tapi kenyamanan player gapernah diutamakan, banyak bug, bahkan ngeframe yang berkepanjangan kalau turun di event, poco f4 ngeframe bahkan pake ip11 pm pun ngeframe, emang gamenya minta ditinggalin pemainnya lama2 kaya gini terus;2;game udah 6 kenyamanan player gapernah diutamakan bug ngeframe berkepanjangan turun event poco f4 ngeframe pake ip11 pm ngeframe emang gamenya ditinggalin pemainnya lama2 kaya gini;0;netral
Sudah update tapi musuhnya muncul tiba-tiba waktu main nggak ada jejak kaki dimap kita yang nembak duluan mala kita mati ditembak musuh..gimana itukah??;1;update musuhnya muncul tibatiba main nggak jejak kaki dimap nembak duluan mala mati ditembak musuhgimana;0;netral
Saya sarankan agar pubg mobile ini berfokus ke gameplay yang realistis aja event ngga perlu gameplay no 1 agar player juga puas,buat apa kalau event bagus tapi gamplaynya ngga realisitis itu saja terima kasih;3;sarankan pubg mobile berfokus gameplay realistis aja event ngga gameplay no 1 player puasbuat event bagus gamplaynya ngga realisitis terima kasih;-296;negatif
Tolong pubg di perbaiki lagi game nya game nya udah bagus tapi,kenapa jariganya ada masalah padahal jaringan di rumah gua bagus Lo coba perbaiki lagi biar guq kasih bintang 5 deh;4;tolong pubg perbaiki game nya game nya udah bagus tapikenapa jariganya jaringan rumah gua bagus lo coba perbaiki biar guq kasih bintang 5 deh;0;netral
hbis update kok g bisa buka ya. infonya download berhenti karena blum tersedia wifi..ksih pilihan dong pakai data apa wifi.ini g da pilhan emg hrus pakek wifi ya.pdhal udh beli data bnyak biar bisa update.tapi gak bisa harus pakai wifi;5;hbis update g buka ya infonya download berhenti blum tersedia wifiksih pilihan pakai data wifiini g da pilhan emg hrus pakek wifi yapdhal udh beli data bnyak biar updatetapi gak pakai wifi;0;netral
Game gak jelas. Setiap main pasti zona aman ke musuh terus. Udah di tengah pun tetap zona aman ke musuh. Dasar game gak jelas;1;game gak main zona aman musuh udah zona aman musuh dasar game gak;0;netral
pabjiiii banyakkk bug nya ini gimanaa, mau main jadi ganyaman ini, apalagi masalah suaranya juga, udah sampe uninstall, terus instal lagi, perbaiki y tolong;1;pabjiiii banyakkk bug nya gimanaa main ganyaman suaranya udah sampe uninstall instal perbaiki y tolong;0;netral
Game jelek makin hari makin banyak tingkahnya. Masalah jaringan ataupun hp lelet sedikit tiba tiba bisa ada bug kayak bug gabisa lari, damage gak ada, knock sendiri. Dan lebih parahnya lagi render!;1;game jelek tingkahnya jaringan hp lelet bug kayak bug gabisa lari damage gak knock parahnya render;-4939;negatif
Saya suka sekali sama game ini sayang terlalu banyak bug.masa lagi asyik main malaj knock katanya katuh dari pesawat.dan saran saya kedepannya gak usah pagi ada event supaya kita sebagai player menghafal baik peta yang kita mainkan.dan mohon kedepannya cheater atau bug di hilangin;3;suka game sayang bugmasa asyik main malaj knock katuh pesawatdan saran kedepannya gak pagi event player menghafal peta mainkandan mohon kedepannya cheater bug hilangin;-5423;negatif
Tolong dong aku baru hbis update kok peti premium yg udah susah susah gw nabung slama ini tiba2 ilang semua cok,ngak pernah gw pakai dari season lalu, trus akun yg satu lagi pake fb gagal login mulu. Mohon solusix bos. Mks;5;tolong hbis update peti premium udah susah susah gw nabung slama tiba2 ilang cokngak gw pakai season trus akun pake fb gagal login mulu mohon solusix bos mks;0;netral
selalu dapat keterangan kesalahan dalam mengunduh, padahal sudah di unduh semua. disuruh log out dan login lagi. ketika ingin login malah tidak bisa, sudah beberapa kali mencoba juga tidak bisa masuk.. dapat keterangan jaringan error', buat main game Lain lancar jaya.. karena berulangkali begitu trus akhir nya saya hapus semua data, di unduh ulang. sudah selesai mengunduh, balik lagi seperti keterangan di awal.;1;keterangan kesalahan mengunduh unduh disuruh log out login login kali mencoba masuk keterangan jaringan error main game lancar jaya berulangkali trus nya hapus data unduh ulang selesai mengunduh keterangan;-4019;negatif
Game FPS dengan model tpp bisa multiplayer dan bermain dengan para proplayer yang menenganggan walaupun banyak update an dan game yang timeless tidak habis di makan waktu.;5;game fps model tpp multiplayer bermain proplayer menenganggan update an game timeless habis makan;0;netral
Nyesel saya update tadi,,,setelah update bener2 gak bisa main pubgnya padahal jaringan bagus tidak ada kendala sama sekali;1;nyesel update tadisetelah update bener2 gak main pubgnya jaringan bagus kendala;0;netral
Saya berikan bintang empat menandakan bahwa tidak ada yang sempurna, by the way saya merindukan PUBG seperti lima tahun yang lalu.. kami semua merindukannya.;4;bintang menandakan sempurna by the way merindukan pubg merindukannya;0;netral
*penggemar no1 game shooter realistis* Btw masalah performa hari hari ini agak down karena seeing fc dan fps ga stabil (setting smooth 30 fps) Tetapi ingat: I ALWAYS COMEBACK! Pls jangan hilangkan game ini di android 10 karena kawan saya ada di android 10???????? Respect kepada Tencent karena sudah mengembangkan game pubg yg gw suka dari bocil soalnya gw beda dari yg lain gw suka pubg, bocil laen suka epep ya lain dikit gangaruh tapi tambahkan lah sedikit optimisasi untuk hp sekelas oppo A16;5;penggemar no1 game shooter realistis btw performa down seeing fc fps ga stabil setting smooth 30 fps i always comeback pls hilangkan game android 10 kawan android 10 respect tencent mengembangkan game pubg gw suka bocil gw beda gw suka pubg bocil laen suka epep ya dikit gangaruh tambahkan optimisasi hp sekelas oppo a16;5267;positif
Gamenya bagus bgt dan untuk sego grafiknya juga mantab pokoknya mah, itu aja sih yg aku bsa sampaikan kepada piha PUBGM terimakasih:).;5;gamenya bagus bgt sego grafiknya mantab pokoknya mah aja sih bsa piha pubgm terimakasih;0;netral
Tolong lah pubg dibuat mode offlinenya kerna kami yang susah jaringan sulit harus pakeq WiFi terus dan kalau ada mode offlinenya kan lebih asik bisa main kapan aja tanpa harus online terus;5;tolong pubg mode offlinenya kerna susah jaringan sulit pakeq wifi mode offlinenya asik main aja online;0;netral
Game yg sangat seru hanya saja setelah update terbaru terdapat beberapa bug yang sangat menggangu seperti tidak bisa berlari cepat ,mohon untuk di tindak lanjuti terimakasih;5;game seru update terbaru bug menggangu berlari cepat mohon tindak lanjuti terimakasih;0;netral
Game nya bagus tapi kenapa ya setiap saya mau main terkadang dia gak mau lari udah di pencet tombol lari juga tetap gak lari itu bug atau jaringan saya yang lag ya ,jadi tolong ya Tecent dibantu;5;game nya bagus ya main terkadang gak lari udah pencet tombol lari gak lari bug jaringan lag ya tolong ya tecent dibantu;-34;negatif
Sebelum update maen lancar lancar aja perasaan kenapa setelah update malah jadi server tidak merespon terus,ditest di game yg lain lancar aja dan kenapa karakter berjalan lambat;1;update maen lancar lancar aja perasaan update server merespon terusditest game lancar aja karakter berjalan lambat;0;netral
Banyak bug yg harus diperhatikan.. awal game saja main sudah ngebug apalagi map kecil seperti nusa, tolong.. perbaiki ya??;4;bug diperhatikan game main ngebug map nusa tolong perbaiki ya;0;netral
Kalau anda ingin pemain betah main PUBG TOLONG kurangi frame sama patah patah soalnya dulu sama Tencent no frame sama patah patah pas di ganti sama Level Infinite banyak frame sama patah ² tolong kasih grafik supersemut biar stabil stabil terima kasih ????;4;pemain betah main pubg tolong kurangi frame patah patah tencent no frame patah patah pas ganti level infinite frame patah ² tolong kasih grafik supersemut biar stabil stabil terima kasih;-296;negatif
Teruntuk pubg tolong urusin yang nge cheat soalnya setiap mau main tuhh selalu bertemu dengan cheater tolong optimal kan penyimpanan nya dan grafik nya saya kasih bintang 4 dulu yaa, btw gamenya udh bagus kok??;4;teruntuk pubg tolong urusin nge cheat main tuhh bertemu cheater tolong optimal penyimpanan nya grafik nya kasih bintang 4 yaa btw gamenya udh bagus;-6124;negatif
habis diupdate kok malah jadi sering ngebug, ngelag.. pdhl sinyal bagus 4G tp di game malah sinyalnya merah aneh bgt.. tolong diperbaiki ya??;4;habis diupdate ngebug ngelag pdhl sinyal bagus 4g tp game sinyalnya merah aneh bgt tolong diperbaiki ya;0;netral
Game nya bagus tapi sayang setelah saya update ada kendala saat masuk Katanya download berhenti karna jaringan wifi tak de lah Padahal dah selesai di update;3;game nya bagus sayang update kendala masuk download berhenti karna jaringan wifi de dah selesai update;0;netral
Tolong dong ban pan bisa lebih cepat lagi mengatasi para citer kalo bisa ban ip sekalian, setelah updet citer meraja lela ada yg tiba-tiba tau posisi padahal ga nembak ga ngestap bahkan ada juga ni pemain citer live di tiktok.;3;tolong ban pan cepat mengatasi citer kalo ban ip updet citer meraja lela tibatiba tau posisi ga nembak ga ngestap ni pemain citer live tiktok;-802;negatif
Sedih aja sih setelah 2 tahun vakum dan tahun ini main lagi eh malah lawan bot smua full match.. Dulu walau tier kecil pasti seru.. Please bring back old version :(;5;sedih aja sih 2 vakum main eh lawan bot smua full match tier seru please bring back old version;3182;positif
Untuk game sudah bagus,sayangnya sering terjadi bug seperti jalan lambat bangunan tak terlihat,mohon untuk segera diperbaiki;3;game bagussayangnya bug jalan lambat bangunan terlihatmohon diperbaiki;0;netral
Pubg game rusak gak kayak dulu season awal dari 3-12...kapan development Tencent lengser biar permainan nya kayak dulu lagi...bug nya parah apa lagi map karakin dst render masih bina kena shooting,,,,;1;pubg game rusak gak kayak season 312kapan development tencent lengser biar permainan nya kayak lagibug nya parah map karakin dst render bina kena shooting;0;netral
Setelah update event baru semua button error, saat di lobby aman tapi masuk game baik training ground atau match button langsung error;1;update event button error lobby aman masuk game training ground match button langsung error;-6486;negatif
PENTING!!! Tambahin fitur double jaringan min (kayak game sebelah), bisa aktifin wifi sama paket data biar ga ngelag;5;tambahin fitur double jaringan min kayak game sebelah aktifin wifi paket data biar ga ngelag;0;netral
Kenapasih pas habis update di play store dan mau login gak bisa download data pake data seluler di tempat gua gak ada wifi jing;1;kenapasih pas habis update play store login gak download data pake data seluler gua gak wifi jing;34;positif
Game babi update 2.9 makin tamba frem masuk game lama, mending blood strike tidak ada fram dengan masuk ke game nya cepat, biar di device low tapi fps bisa 60 grafik nya juga hd. Bukan seperti game babi pubg grafik burik;1;game babi update 29 tamba frem masuk game mending blood strike fram masuk game nya cepat biar device low fps 60 grafik nya hd game babi pubg grafik burik;-3818;negatif
Dear team Tolong di perbaiki bug, ketika ada musuh di sekitar player jaringan tiba tiba tidak stabil dan hilang. Ini sangat menganggu sekali saat pertempuran berlangsung Contoh seperti logo wifi muncul padahal jaringan sangat bagus, sering lag;1;dear team tolong perbaiki bug musuh player jaringan stabil hilang menganggu pertempuran contoh logo wifi muncul jaringan bagus lag;516;positif
Mengecewakan....dari season dulu baik baik aja, tapi kok sekarang PUBG makin banyak bug nya ya. seperti : analog gak bisa di gerakan, sama kameranya juga. Ada juga yang jalannya seperti bot (lambat kek siput), musuh tiba tiba hilang ntah ke mana, dan yang paling parah tu gak bisa gerak sama sekali, jadi mati konyol. TOLONG untuk pihak PUBG agak bisa memperbaiki bug-bug yang ada di dalam gamenya. Terimakasih.;1;mengecewakandari season aja pubg bug nya ya analog gak gerakan kameranya jalannya bot lambat kek siput musuh hilang ntah parah tu gak gerak mati konyol tolong pubg memperbaiki bugbug gamenya terimakasih;0;netral
Semenjak update 2.8 sangat merepotkan, mana tidak bisa login lagi. Padahal user dan pasword sudah benar, tetap gagal login dengan keterangan password salah.;2;semenjak update 28 merepotkan login user pasword gagal login keterangan password salah;0;netral
Mohon dengan terhormat saya sudah memain kan game ini sudah 5 tahun kenapa setiap ada update selalu kehapus obb nya terus di suruh install ulang makin kaga jelas;1;mohon terhormat memain game 5 update kehapus obb nya suruh install ulang kaga;0;netral
Hp gw ram 7, sumpah asli berat bgt main ini game, setelah lama vakum dan comeback lgi main tidak semenyenangkan dulu, sangat kecewa sama game satu ini padahal saya dulu udah main dari season satu;1;hp gw ram 7 sumpah asli berat bgt main game vakum comeback lgi main semenyenangkan kecewa game udah main season;0;netral
"Pubg ni game gk jelas, lagi nge-push solo baru turun langsung leg,tiba"" keluar dari game nya pas lihat hasil pertandingan malah -42 memang game rusak";1;pubg ni game ngepush solo turun langsung legtiba game nya pas lihat hasil pertandingan 42 game rusak;0;netral
Saya bermain permainan ini dari season 2 Kenapa sekarang mau login sangat sulit? Apakah akun saya diambil kalian dengan susah payah saya mengumpulkan barang.. Mohon bantuannya akun saya tidak bisa login sudah berbagai cara, dengan login menggunakan nomor telepon sudah tidak bisa.;1;bermain permainan season 2 login sulit akun diambil susah payah mengumpulkan barang mohon bantuannya akun login login nomor telepon;0;netral
sehabis update d playstore pas mau login ga bisa masuk terus knapa ya, masuk lewan akun juga ga bisa tolong dong gimana ini dah 3 hari g bisa main;2;sehabis update d playstore pas login ga masuk knapa ya masuk lewan akun ga tolong gimana dah 3 g main;0;netral
Size nya sudah 18 gb, tolong, di update selanjutnya, skin2 bisa di jual agar tidak memenuhi ruang, makin lama makin nambah aja, mungkin brhenti main klo tdk ada perubahan;4;size nya 18 gb tolong update skin2 jual memenuhi ruang nambah aja brhenti main klo tdk perubahan;0;netral
Mohon solusinya kan saya udah lama ga main pubg dan saya baru download pubg lagi 2hari yg lalu tapi setelah saya login dan masukin akun saya itu gak bisa Terus ada tulisan gagal masuk coba lagi terus saya coba terus tetap ga bisa ??;5;mohon solusinya udah ga main pubg download pubg 2hari login masukin akun gak tulisan gagal masuk coba coba ga;0;netral
Makin seru aja nih ada banyak event menarik dan hadiah yang banyak tetapi sayang masih ada bug karakter cacat tidak bisa berlari di map livik semoga cepet di betulin ya;5;seru aja nih event menarik hadiah sayang bug karakter cacat berlari map livik semoga cepet betulin ya;0;netral
Ini tencent update nya kok digabung ya file tambahan sama update nya.Padahal update nya +400mb.Udah sampai 400-an minta lagi update file tambahan udah gitu digabung kan bingung gua sama tencent ni.Saya juga meminta supaya tencent memperbaiki bug dan pengoptimalan fitur dan jangan cuma pajang baju keren tapi yang dapat malah ampas kasih keringanan buat ngegacha biar gak kecewa.Udah capek capek topup uc tapi malah dapat ampas bagi old player di game ini walaupun saya masih player baru.;4;tencent update nya digabung ya file tambahan update nyapadahal update nya 400mbudah 400an update file tambahan udah gitu digabung bingung gua tencent nisaya tencent memperbaiki bug pengoptimalan fitur pajang baju keren ampas kasih keringanan ngegacha biar gak kecewaudah capek capek topup uc ampas old player game player;0;netral
Jaringan bagus,device oke,tapi sering ngebug.......pas close combat tiba tiba nge freeze......tolong dong perbaiki;3;jaringan bagusdevice oketapi ngebugpas close combat nge freezetolong perbaiki;-34;negatif
Parah bener,update trs menurus hasilnya malah banyak bugnya,ini login susah bnged untuk download obbnya padahal sinyal bagus hp jga ramnya ga kecil,pantesan ratingnya makin lama makin sedikit;2;parah benerupdate trs menurus hasilnya bugnyaini login susah bnged download obbnya sinyal bagus hp jga ramnya ga kecilpantesan ratingnya;0;netral
Sumpah semenjak di update game nya jadi banyak bug contoh : lootingnya otomatis terus menerus, jaringan nya berat ngestuck di 300, eventnya kadang suka error. Dah itu saja tolonglah di perbaiki kami sebagai player juga ingin bermain gamenya dengan nyaman. Terima kasih ??????;2;sumpah semenjak update game nya bug contoh lootingnya otomatis menerus jaringan nya berat ngestuck 300 eventnya kadang suka error dah tolonglah perbaiki player bermain gamenya nyaman terima kasih;-4019;negatif
Game PUBGM ada masalah kah sama penyedia jaringan telkomsel? Aku buka aplikasi lain jaringanku aman aja tapi pas buka PUBG malah gak bisa login Tapi kalau pakai vpn bisa. Gimana kira kira penyelesaiannya?;1;game pubgm kah penyedia jaringan telkomsel buka aplikasi jaringanku aman aja pas buka pubg gak login pakai vpn gimana penyelesaiannya;0;netral
Update Ok,bag kendala masuk pertempuran lama dan kadang TDK bisa,terutama map miranmar,tolong diperbaiki.;5;update okbag kendala masuk pertempuran kadang tdk bisaterutama map miranmartolong diperbaiki;0;netral
Saya lebih suka Kya pubg PC.makin banyak aim asistnya makin kayak game sampah... Game makin berat...sekelas snap 865 pun lag lag...beh...udh .ga asik...banyak yg pensi bayangin dari puluhan teman game cuma 2-3 yg online...;2;suka kya pubg pcmakin aim asistnya kayak game sampah game beratsekelas snap 865 lag lagbehudh ga asikbanyak pensi bayangin puluhan teman game 23 online;-34;negatif
login lewat fb malah diarahkan ke chrome terus masuk ke fb bukan ke loby game. katanya karena jaringan padahal buka akun yg tertaut dengan google tetap bisa masuk.;1;login fb diarahkan chrome masuk fb loby game jaringan buka akun tertaut google masuk;0;netral
Bisa mati orang maen game ini,1 match bisa 30 menitan buat sampe end game,musuh dah sisa sedikit zonanya yg dibuat lama,bisa ngg si di cut waktu zonanya,udh menang cuma dpt poin berapa UC mahal banget ngg ngotak;1;mati orang maen game ini1 match 30 menitan sampe end gamemusuh dah sisa zonanya lamabisa ngg si cut zonanyaudh menang dpt poin uc mahal banget ngg ngotak;-2732;negatif
Sering kalah disaat ada musuh bot maupun orang sayah ka bisa gerak gk bisa nembak aneh tp klo lg gk ada musuh lari normal bebas sana sini bisa. Mohon perbaiki..;1;kalah disaat musuh bot orang sayah ka gerak nembak aneh tp klo lg musuh lari normal bebas mohon perbaiki;0;netral
Sory nih bos bintang 2 karna kalo bintang 7 itu obat ?? Gini bos anda itu punya game bagus. Kalo update jangan dikit2 langsung aja di playstore semua updatenya nyusahin aja bos ah mau in game update lagi terus harus download map lagi haduh ribet;2;sory nih bos bintang 2 karna kalo bintang 7 obat gini bos game bagus kalo update dikit2 langsung aja playstore updatenya nyusahin aja bos ah in game update download map haduh ribet;0;netral
"Saya ingin PUBG makin Adain event besar besaran kayak collab sama anime yang lagi populer atau apa gitu.dan, gempley agak di Tingkatkan lagi lari nya agak kenceng pokoknya gempley nya pengen super miriah.berdasarkan hasil pengamatan saya, banya yang pensiun dari pubg karna mereka bosan dengan gempley yang gitu-gitu doang event juga sama contoh nya ada yang bilang begini ""PUBG kok gempley sama event nya makin ngebosenin yah gak kaya dulu "" jadi saya ingin dalam gempley nya agak di Tingkatkan.";2;pubg adain event besaran kayak collab anime populer gitudan gempley tingkatkan lari nya kenceng pokoknya gempley nya pengen super miriahberdasarkan hasil pengamatan banya pensiun pubg karna bosan gempley gitugitu doang event contoh nya bilang pubg gempley event nya ngebosenin yah gak kaya gempley nya tingkatkan;5994;positif
sudah waktunya untuk meninggalkan game, update semakin besar perangkat terlalu bekerja keras dan udah waktunya player kelas bawah yang modal gratisan untuk pensi???? makasih tencen udah ngasih semua harapan selama ini;5;meninggalkan game update perangkat keras udah player kelas modal gratisan pensi makasih tencen udah ngasih harapan;0;netral
Game yang sangat saya sukai, tapi dikit ngebak kalo udah ifen baru, tapi gak apa si, Nice buat PUBG semoga lebih berjaya lagi. Tapi skali2 Royal passnya akan senjata M416 dong.;5;game sukai dikit ngebak kalo udah ifen gak si nice pubg semoga berjaya skali2 royal passnya senjata m416;4215;positif
Game nya suka patah2 jaring oke padanlah seru lo .gua udah lama main makin setiap pembaharuan makin ngak jelas server nya jujur sakit sekali gak nak main server eror tuh tolong lah pubg yang terhormat. Jelek kali lah .;1;game nya suka patah2 jaring oke padanlah seru lo gua udah main pembaharuan ngak server nya jujur sakit gak nak main server eror tuh tolong pubg terhormat jelek kali;0;netral
Setelah update makin bnyak bug. Ntahitu bug ga bisa ngerender, nyangkutdi atap, teman ga ada namnya seprti musuh;1;update bnyak bug ntahitu bug ga ngerender nyangkutdi atap teman ga namnya seprti musuh;0;netral
Yang ngasih bintang 1 ngeluh banyak bug segala macem, saya main dari season 2 sampe sekarang aman-aman aja gapernah mengalami masalah yang berarti selama main ni game +- 5 tahun. untuk yang masalah rendering PUBGM dikatakan lumayan game berat memang pasar PUBGM di device mid - high end. untuk device sekelas mid seperti yang saya pakai agak nge-frame memang. semoga saja ada penurunan dari segi grafik / resolusi agar tidak terlalu berat saat process rendering;5;ngasih bintang 1 ngeluh bug macem main season 2 sampe amanaman aja gapernah mengalami main ni game 5 rendering pubgm lumayan game berat pasar pubgm device mid high end device sekelas mid pakai ngeframe semoga penurunan segi grafik resolusi berat process rendering;0;netral
"Tolong dong min di benerin bug nya, bug parasut waktu main di klasik di event maupun gk di event. terus untuk parah kreator WOW layoutnya balikin seperti yang lama aja, terus banyak bug juga seperti waktu main suatu map seperti ""parkur race"" kalau sehabis chek point bajunya jadi hilang. terus untuk perangkat ""pemicu area"" jadi tidak berfungsi kalau ke tinggianya di setting menjadi ""0""(nol). tetus untuk kapasitas untuk meletakkan bangunan bisa di tambah tidak, sekian dan terima kasih";5;tolong min benerin bug nya bug parasut main klasik event event parah kreator wow layoutnya balikin aja bug main map parkur race sehabis chek point bajunya hilang perangkat pemicu area berfungsi tinggianya setting 0nol tetus kapasitas meletakkan bangunan sekian terima kasih;5859;positif
Semenjak Update terbaru ini pubgxDragon ball.banyak bug yang sering terjadi. Masalah bug yang saya alami di saat ini.tidak bisa menukar senjata secara otomatis.dan saat kita mau lompat dari pesawat itu sangat lambat di bandingkan dengan update sebelumnya jadi tolong di perbaiki Bugnya.Terimakisi;4;semenjak update terbaru pubgxdragon ballbanyak bug bug alami initidak menukar senjata otomatisdan lompat pesawat lambat bandingkan update tolong perbaiki bugnyaterimakisi;0;netral
Tolong pihak pubg, di perbaiki masalah lag & bug yg masih tersangkut saat bermain di Pertempuran, karna susah kalo maen di mode zombie suka lag & bug, gx tau tiba tiba ad musuh lalu mati, dan mohon di perbaiki yg sunguh sunguh ya, jika tidak lebih baik di hapus ajh pubg nya.;1;tolong pubg perbaiki lag bug tersangkut bermain pertempuran karna susah kalo maen mode zombie suka lag bug gx tau ad musuh mati mohon perbaiki sunguh sunguh ya hapus ajh pubg nya;-5859;negatif
"Saran saya jangan kebanyakan update event, karena masih banyak sekali bug di in game ny, seperti bug karakter gk bisa lari, atau bug mobil nyangkut, atau bug jaringan yg ping ny tinggi terus padahal jaringan bagus, trus bug audio juga. Jadi mohon diperbaiki bug² yg masih berkeliaran, dari pada menambah event² yg tidak jelas, saya sebagai player merasakan ketidaknyamanan dalam bermain pubg karena bug² tersebut, sekian""MOHON DIPERBAIKI BUG NYA""";1;saran kebanyakan update event bug in game ny bug karakter lari bug mobil nyangkut bug jaringan ping ny jaringan bagus trus bug audio mohon diperbaiki bug² berkeliaran menambah event² player merasakan ketidaknyamanan bermain pubg bug² sekianmohon diperbaiki bug nya;0;netral
Developer nya gimana dah, collab trus bug gk di urus sumpah kali ini, semenjak update terbaru bukan nya lebih baik malah lebih parah, bug di luar nalar, bug pas landing mau nyentuh tanah malah blink/teleport di tempat random, bug senjata ke pick up sendiri padahal senjata udh 2 dan udh off in auto pick, tetep aja gk bisa,mohon benerin lah, sekarang banyak yg kesal gara-gara ni bug, mohon 1-3 hari kedepan benerin secepatnya.;1;developer nya gimana dah collab trus bug urus sumpah kali semenjak update terbaru nya parah bug nalar bug pas landing nyentuh tanah blinkteleport random bug senjata pick up senjata udh 2 udh off in auto pick tetep aja bisamohon benerin kesal garagara ni bug mohon 13 kedepan benerin secepatnya;0;netral
Makin buruk game ni sekarang kalo bagus semua hp android bisa dimainkan tidak bug ,,, main sebentar bug keluar sendiri gak ada sebab;1;buruk game ni kalo bagus hp android dimainkan bug main sebentar bug gak;0;netral
Texture grafis smooth nya setiap hp kenapa ya kok beda beda di hp temen gw texture nya resolusi nya bagus di hp gw pech ga halus blur tolong kurang enak di liat ??;4;texture grafis smooth nya hp ya beda beda hp temen gw texture nya resolusi nya bagus hp gw pech ga halus blur tolong enak liat;0;netral
Maaf masih di bintang 4 untuk pertemuan pemain di ranked macth, saya masih crown tapi di pertemukan sama Ace dominator bintang 6, padahal saya baru dowload, crown IV di pertemukan dengan Ace dominator, otomatis lawan pro player yang pake 90fps, saya masih di extrem....;4;maaf bintang 4 pertemuan pemain ranked macth crown pertemukan ace dominator bintang 6 dowload crown iv pertemukan ace dominator otomatis lawan pro player pake 90fps extrem;0;netral
semoga dengan rutin update apk jadi lebih baik lagi gak sering bug dan masalah jaringan padahal jaringan bagus perbaiki dengan bagus lagi;3;semoga rutin update apk gak bug jaringan jaringan bagus perbaiki bagus;0;netral
